Tarih;Açýklama;Ýþlem Tutarý;Bakiye
03/07/2025;1801374784X030725060525ÜYE ÝÞYERÝ ÜCRETÝ - TAKSÝT (BSMV);-0,16;510.142,08
03/07/2025;1801374784X030725060525ÜYE ÝÞYERÝ ÜCRETÝ - TAKSÝT;-3,27;510.142,24
03/07/2025;1801374784X030725060525TAKSÝTSATIÞ;285,00;510.145,51
02/07/2025;1801374784X020725220525PEÞÝNSATIÞ;6.747,81;509.860,51
02/07/2025;1801374784X020725310525PEÞÝNSATIÞKATKIPAYI;-28,22;503.112,70
02/07/2025;1801374784X020725310525PEÞÝNSATIÞ;5.644,22;503.140,92
01/07/2025;1801374784X010725210525PEÞÝNSATIÞ;7.355,84;497.496,70
01/07/2025;1801374784X010725040525ÜYE ÝÞYERÝ ÜCRETÝ - TAKSÝT (BSMV);-0,44;490.140,86
01/07/2025;1801374784X010725040525ÜYE ÝÞYERÝ ÜCRETÝ - TAKSÝT;-8,81;490.141,30
01/07/2025;1801374784X010725040525TAKSÝTSATIÞ;766,65;490.150,11
